problem_id,item_id,verdict,labels,rationale
1575C,a29b09aeab,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,453c0101ad,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,da5651d6af,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,ec04d89a18,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,1b0de34ec2,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,0a69202dd5,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,809264309c,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,dd0be1d694,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,606afc0285,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,fcdd225931,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,5ff711052b,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,5f0975be89,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,db4481c24c,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,67300a909f,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,e1bcf1308b,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,5a889abd20,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,f7c4afaee3,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,03211d56c4,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,0118641ec3,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,54b018bd86,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,290899c650,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,b834cf0bec,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,463fbca0c1,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,14b21379c4,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,77bdea751d,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,77cabb9db7,CE,GE5.1,The program does not compile because of syntax/type/name errors.
1575C,04c911e711,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,a9a9d4c6e4,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,b38b114ba8,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,dd0957aa4b,WA,GE1.2,"Its combinatorial model for how many cyclic segments exist is wrong, especially around the full-cycle and `k==1` cases, so it counts the wrong objects."
1575C,97f0fadb98,CE,GE5.1,The program does not compile because of syntax/type/name errors.
1575C,56d5dbba87,TLE,GE1.3,The implementation is too slow for the stated limits.
1575C,e593127744,TLE,GE1.3,The implementation is too slow for the stated limits.
1575C,59f5dfd8a8,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,b7fdc16f8d,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,7f0247e263,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,60751b2069,CE,GE5.1,The program does not compile because of syntax/type/name errors.
1575C,e9a39fccb1,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,9dcd41ef23,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575C,48d0888a2a,CE,GE5.1,The program does not compile because of syntax/type/name errors.
1575C,5601e4e9bf,WA,"GE1.1,GE6.2",It treats cyclic segments as ordinary linear intervals and leaves the general branch without printing a valid answer.
1575C,7135755e51,TLE,GE1.3,The implementation is too slow for the stated limits.
1575C,3de955be4d,WA,AE1.1,Uses an incorrect mathematical formula or derivation for this problem.
1575D,9b8696787a,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,b8f1c62d07,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,926db51541,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,93dc3c1f2f,WA,GE1.2,The program solves a yes/no-style task while this statement requires a different output.
1575D,302bb904a7,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,4135f02116,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,6d00c102d4,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,c9c8135ff5,WA,GE4.1,Direct power/value construction can exceed the chosen numeric range.
1575D,0cc3ff234b,WA,GE4.1,Direct power/value construction can exceed the chosen numeric range.
1575D,659df8cea5,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,3864d1fc3a,WA,GE4.1,Direct power/value construction can exceed the chosen numeric range.
1575D,c512925aba,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,5a54fceac6,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,7b5206f0b7,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,1f92a024fa,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,c34ba2486f,WA,GE4.1,Direct power/value construction can exceed the chosen numeric range.
1575D,cf388f0460,WA,GE4.1,Direct power/value construction can exceed the chosen numeric range.
1575D,e43b756eb9,WA,GE4.1,Direct power/value construction can exceed the chosen numeric range.
1575D,0724e26fed,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,70b547cb38,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,4350140b6b,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,2166e55876,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,7d6c23b4e0,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,cf04ad594e,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,17e5f301b4,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,18781f4d19,WA,GE1.2,The program solves a yes/no-style task while this statement requires a different output.
1575D,e33195d261,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,5d47d73364,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,614f9bc550,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,c648a11205,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,41de4946e1,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,a736d9af43,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,075d09fe3b,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,2a4cbafac6,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,8385608147,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,6ecfc8864a,WA,AE5.2,The case transition logic for filling digits and shared X values is incorrect.
1575D,4e0897a711,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,1ad6cea840,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,b95cd429f2,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,0c826d96ce,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,ac3d6e167c,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,5491439973,WA,GE4.1,Direct power/value construction can exceed the chosen numeric range.
1575D,fa5af03c81,WA,GE4.1,Direct power/value construction can exceed the chosen numeric range.
1575D,0a3b1e7c10,WA,GE4.1,Direct power/value construction can exceed the chosen numeric range.
1575D,115e84fe9e,WA,GE4.1,Direct power/value construction can exceed the chosen numeric range.
1575D,28426714f1,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,a5486a13d7,WA,GE4.1,Direct power/value construction can exceed the chosen numeric range.
1575D,84a47c5049,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,bc1a1107da,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,96035543f9,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,b3cbf27096,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,93daa7dbe1,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,5505066ee5,WA,GE1.2,The program solves a yes/no-style task while this statement requires a different output.
1575D,faec496798,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,4a1e4420d9,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,95c2d6f9f9,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,e2050c1227,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,3b16ab81bb,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,e62977351d,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,10b845b3bc,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,cb81386ff4,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,2e20f9f7e3,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,75f2bf75cf,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,f6c9fe4f31,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,85323a0346,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,5379d92b78,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,c0bb8ef27c,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,b394dacdbe,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,71bca2d8c1,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,b5dafbb814,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,363080885e,WA,AE5.2,The case transition logic for filling digits and shared X values is incorrect.
1575D,a49cb73f20,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,d27d64ac4f,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,36ac3e5d3d,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,4149e6225d,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,fa43e43c33,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,45b3654fd7,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,74ef43b6f4,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,fb3f73c5a4,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,62fe921e80,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,cd209ae423,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,c0aec3a15c,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,69f9524e4b,WA,GE4.1,Direct power/value construction can exceed the chosen numeric range.
1575D,bfb8cc4be9,WA,GE4.1,Direct power/value construction can exceed the chosen numeric range.
1575D,77333c8411,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,2d99306568,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,ca921ce2d5,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,a76a6d3919,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,a28143e73a,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,692d4f95da,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,2ab15e2cb2,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,292ac179fb,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,2f0fb8fb16,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,d888685943,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,19bdc292ff,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,0991dbfc69,WA,GE1.2,The program solves a yes/no-style task while this statement requires a different output.
1575D,68fd86afbf,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,9c362052df,WA,GE4.1,Direct power/value construction can exceed the chosen numeric range.
1575D,1965ca5ee4,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,00e8bc887b,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,6cf93d54a8,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,717f54c32e,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,05f2c1e89a,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,d51d38a87a,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,2f7da4a962,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,69dc8e6ad0,RE,GE2.1,The program can enter an invalid runtime state such as out-of-bounds access on edge cases.
1575D,04071da717,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,cdf62b9a44,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,8dd14d6aa3,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,37afac96bc,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,949cac9fad,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,86a22bd0cc,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,afbb55b3db,WA,GE4.1,Direct power/value construction can exceed the chosen numeric range.
1575D,60d8a97f62,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,54c496faa3,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,a9a89fdd11,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,11515c5b70,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,8717fe1471,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,f9d378a89c,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,97f57bf6da,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,fc0364074f,WA,GE1.2,The program solves a yes/no-style task while this statement requires a different output.
1575D,109278aea3,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,30c8071381,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,3a96574293,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,ee2a16c260,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,4dde8ae253,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,cdb1bfa609,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,cdef0b2cfc,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,2d7b20057c,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,dc7815a4d7,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,c3c0fd2a69,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,a9b96c454a,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,3729031e42,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,cf02bc01fb,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,6289772756,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,3de7e713b6,TLE,GE1.3,The approach is asymptotically too slow for the stated input limits.
1575D,d7ce7e43fb,WA,GE1.2,The program solves a yes/no-style task while this statement requires a different output.
1575D,e2600fd6ed,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,0f6e5c1536,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,1b575a8682,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,a186d0d0a0,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,5e9d294ca0,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,1a18a0df40,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,ac96320632,WA,GE4.1,Direct power/value construction can exceed the chosen numeric range.
1575D,1a2c0e8114,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,79ccfbb3c3,RE,GE2.1,The program can enter an invalid runtime state such as out-of-bounds access on edge cases.
1575D,ad2a6460eb,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,e95e551db1,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,ddd5914f0d,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,11db2cc46f,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,78e5efe5bd,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,91203ae586,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,77c7354bed,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,58c7261538,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,467ae037de,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,33a4566452,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,800e7a222b,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,59e6bbd6ed,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,ee0d942305,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,50f9bca9d1,WA,GE4.1,Direct power/value construction can exceed the chosen numeric range.
1575D,cf3e362726,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,660948a50f,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,1b47adbe2c,WA,AE5.2,The DP transition/update rule is incorrect.
1575D,e6b9629e16,WA,AE5.2,The DP transition/update rule is incorrect.
